MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Tomorrow Is Forever,,"Drama, Romance, War",7.4,"
An American World War I soldier, whose disfigured face is reconstructed by Austrian plastic surgeons, returns home after twenty years, but no one recognizes him, his widow is married to another man, and his son is a grown young man.","Director:
Irving Pichel
| 
    Stars:
Claudette Colbert, 
Orson Welles, 
George Brent, 
Lucile Watson",,104.0,
Gap tung kei hap,,"Action, Comedy, History",4.8,"
An imperial guard and his three traitorous childhood friends ordered to hunt him down get accidentally buried and kept frozen in time. 400 years later passes and they are defrosted continuing the battle they left behind.","Director:
Wing-Cheong Law
| 
    Stars:
Donnie Yen, 
Baoqiang Wang, 
Shengyi Huang, 
Kang Yu",,104.0,
Muscle Shoals,,"Documentary, Biography, History",7.8,"
A documentary that celebrates Rick Hall, the founder of FAME Studios in Muscle Shoals, Alabama, and the signature sound he developed in songs such as ""I'll Take You There"", ""Brown Sugar"", and ""When a Man Loves a Woman"".","Director:
Greg 'Freddy' Camalier
| 
    Stars:
Rick Hall, 
Aretha Franklin, 
Keith Richards, 
Candi Staton",,111.0,
The Carer,,"Comedy, Drama",6.6,"
When the question is to be or not to be, there is only one answer.","Director:
János Edelényi
| 
    Stars:
Maitland Chandler, 
Ruth Posner, 
Coco König, 
Selina Cadell",,89.0,
I'm Reed Fish,,"Comedy, Drama, Romance",5.7,"
Reed Fish's life turns into chaos when a high school crush returns to Mud Meadows on the eve of his marriage to the small town's sweetheart.","Director:
Zackary Adler
| 
    Stars:
Jay Baruchel, 
Alexis Bledel, 
Victor Rasuk, 
Schuyler Fisk",,93.0,
The Hunting Ground,,Documentary,7.4,"
An exposé of rape crimes on U.S. college campuses, their institutional cover-ups, and the devastating toll they take on students and their families.","Director:
Kirby Dick
| 
    Stars:
Andrea Pino, 
Annie Clark, 
Claire Potter, 
Melinda Manning",,103.0,
Somm,,Documentary,7.1,"
Four sommeliers attempt to pass the prestigious Master Sommelier exam, a test with one of the lowest pass rates in the world.","Director:
Jason Wise
| 
    Stars:
Bo Barrett, 
Shayn Bjornholm, 
Dave Cauble, 
Ian Cauble",,94.0,
Howl,,"Biography, Drama, Romance",6.7,"
As Allen Ginsberg talks about his life and art, his most famous poem is illustrated in animation while the obscenity trial of the work is dramatized.","Directors:
Rob Epstein, 
Jeffrey Friedman
| 
    Stars:
James Franco, 
Todd Rotondi, 
Jon Prescott, 
Aaron Tveit",,84.0,
Kevin Hart: What Now?,,"Documentary, Comedy",5.9,"
Comedian Kevin Hart performs in front of a crowd of 53,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.","Directors:
Leslie Small, 
Tim Story
| 
    Stars:
Kevin Hart, 
Don Cheadle, 
Halle Berry, 
Ed Helms",,96.0,
Aala Kaf Ifrit,,"Crime, Drama, Thriller",7.0,"
A college student seeks help after a brutal assault but faces a bureaucratic nightmare when she reveals that her perpetrators are police officers.","Director:
Kaouther Ben Hania
| 
    Stars:
Mariam Al Ferjani, 
Ghanem Zrelli, 
Noomen Hamda, 
Mohamed Akkari",,100.0,
Interior. Leather Bar.,,Drama,5.1,"
Filmmakers James Franco and Travis Mathews re-imagine the lost 40 minutes from Cruising (1980) as a starting point to a broader exploration of sexual and creative freedom.","Directors:
James Franco, 
Travis Mathews
| 
    Stars:
Val Lauren, 
Christian Patrick, 
James Franco, 
Travis Mathews",,60.0,
The Puffy Chair,,"Comedy, Drama, Romance",6.5,"
Josh Sagers drives cross-country on a mission to deliver his father's birthday gift - a giant purple LazyBoy.","Directors:
Jay Duplass, 
Mark Duplass
| 
    Stars:
Mark Duplass, 
Katie Aselton, 
Rhett Wilkins, 
Julie Fischer",,85.0,
Jonah: A VeggieTales Movie,,"Animation, Adventure, Comedy",6.5,"
When the singing Veggies encounter some car trouble, they are stranded at an old rundown seafood joint, where nothing is quite as it seems.","Directors:
Mike Nawrocki, 
Phil Vischer
| 
    Stars:
Phil Vischer, 
Mike Nawrocki, 
Tim Hodge, 
Lisa Vischer",,82.0,
Be Here Now,,"Documentary, Biography, Drama",8.6,"
As though life is imitating art, actor and sex-symbol, Andy Whitfield, had just become a star as the lead in the hit television series,'Spartacus,' when he is faced with his biggest ...                See full summary »
","Director:
Lilibet Foster
| 
    Stars:
Jai Courtney, 
Andy Whitfield, 
Indigo Whitfield, 
Jesse Whitfield",,100.0,
Wilbur Wants to Kill Himself,,"Comedy, Drama, Romance",6.8,"
The chronically suicidal Wilbur and his good-hearted big brother Harbour are in their thirties, when their father dies, leaving them with nothing but a worn down second-hand bookshop in Glasgow.","Director:
Lone Scherfig
| 
    Stars:
Jamie Sives, 
Adrian Rawlins, 
Shirley Henderson, 
Lisa McKinlay",,111.0,
The Trial,,"Crime, Drama, Mystery",5.6,"
After the horrific death of his wife and two sons, suicide seems to be the only escape for a small town attorney, until he's assigned a capital punishment case that begins to transform his life.","Director:
Gary Wheeler
| 
    Stars:
Larry Bagby, 
Clare Carey, 
Nikki Deloach, 
David Dwyer",,101.0,
Grandmaster,,"Action, Thriller",7.0,"
A veteran cop chases a cold blooded serial killer, who murders his victims in alphabetical order.","Director:
B. Unnikrishnan
| 
    Stars:
Mohanlal, 
Priyamani, 
Babu Antony, 
Arjun Nandakumar",,100.0,
The Devil and Father Amorth,,"Documentary, Horror",4.6,"
Father Gabriele Amorth performs his ninth exorcism on an Italian woman.","Director:
William Friedkin
| 
    Stars:
William Friedkin, 
Jeffrey Burton Russell, 
Christina, 
Gabriele Amorth",,68.0,
Requiem for the American Dream,,"Documentary, Biography, News",8.1,"
Renowned academic and author Noam Chomsky elucidates 10 principles of concentration of wealth and power that have led to unprecedented inequality and the hollowing out of the American middle class.","Directors:
Peter D. Hutchison, 
Kelly Nyks, 
Jared P. Scott
| 
    Stars:
Noam Chomsky, 
Alan Greenspan, 
Malcolm X, 
Richard Nixon",,73.0,
Particle Fever,,Documentary,7.4,"
As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.","Director:
Mark Levinson
| 
    Stars:
David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley",,99.0,
Money,,"Crime, Mystery, Thriller",5.5,"
Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.","Director:
Martín Rosete
| 
    Stars:
Jesse Williams, 
Kellan Lutz, 
Jamie Bamber, 
Jess Weixler",,86.0,
Sufat Chol,,Drama,6.8,"
When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way.","Director:
Elite Zexer
| 
    Stars:
Lamis Ammar, 
Ruba Blal, 
Hitham Omari, 
Khadija Al Akel",,87.0,
Chiisana eiyû: Kani to tamago to tômei ningen,,"Animation, Adventure, Family",6.6,"
An anthology of three original shorts written and directed by Hiromasa Yonebayashi, Yoshiyuki Momose and Akihiko Yamashita.","Directors:
Yoshiyuki Momose, 
Akihiko Yamashita, 
Hiromasa Yonebayashi
| 
    Stars:
Alex Cazares, 
Jessica DiCicco, 
Scarlett Estevez, 
Todd Haberkorn",,53.0,
Undefeated,,"Documentary, Sport",7.7,"
Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.","Directors:
Daniel Lindsay, 
T.J. Martin
| 
    Stars:
Bill Courtney, 
O.C. Brown, 
Montrail 'Money' Brown, 
Chavis Daniels",,113.0,
Papa Hemingway in Cuba,,"Biography, Drama",6.3,"
In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them.","Director:
Bob Yari
| 
    Stars:
Giovanni Ribisi, 
Joely Richardson, 
Adrian Sparks, 
Minka Kelly",,110.0,
Ethan Frome,,"Drama, Romance",6.2,"
A new pastor arrives in a stark Vermont village and is intrigued by crippled, misshapen Ethan Frome living on an isolated, hardscrabble farm with his sickly wife Zeena.","Director:
John Madden
| 
    Stars:
Liam Neeson, 
Patricia Arquette, 
Gil Rood, 
Tate Donovan",,99.0,
LUV,,"Crime, Drama",6.0,"
An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.","Director:
Sheldon Candis
| 
    Stars:
Common, 
Michael Rainey Jr., 
Dennis Haysbert, 
Danny Glover",,94.0,
Touchy Feely,,"Comedy, Drama",5.3,"
A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.","Director:
Lynn Shelton
| 
    Stars:
Rosemarie DeWitt, 
Elliot Page, 
Josh Pais, 
Scoot McNairy",,88.0,
Generation Iron,,"Documentary, Drama, Sport",7.1,"
A documentary that follows top bodybuilders as they train to compete in the Mr. Olympia competition.","Director:
Vlad Yudin
| 
    Stars:
Arnold Schwarzenegger, 
Mickey Rourke, 
Michael Jai White, 
Lou Ferrigno",,106.0,
"Sleep, My Love",,"Drama, Film-Noir, Mystery",6.8,"
Chronic sleepwalker Alison Courtland thinks that a mysterious man wearing horned-rimmed eye glasses is out to kill her but her husband blames her tired imagination.","Director:
Douglas Sirk
| 
    Stars:
Claudette Colbert, 
Robert Cummings, 
Don Ameche, 
Rita Johnson",,97.0,
Bethany Hamilton: Unstoppable,,"Documentary, Sport",7.4,"
After losing an arm to a shark attack at age 13, Bethany Hamilton refuses to give up her dreams of being a professional surfer.","Director:
Aaron Lieber
| 
    Stars:
Alana Blanchard, 
Adam Dirks, 
Tobias Dirks, 
Madison Graber",619.0,100.0,
Bettie Page Reveals All,,"Documentary, Biography",7.1,"
The world's greatest pinup model and cult icon, Bettie Page, recounts the true story of how her free expression overcame government witch-hunts to help launch America's sexual revolution.","Director:
Mark Mori
| 
    Stars:
Bettie Page, 
Hugh Hefner, 
Olivia de Berardinis, 
Dita Von Teese",,101.0,
The Short Game,,"Documentary, Sport",7.3,"
The best 7 year old golfers from around the world descend on the world famous Pinehurst Golf course in North Carolina to determine the next world champion and who might become golf's next ...                See full summary »
","Director:
Josh Greenbaum
| 
    Stars:
Amari Avery, 
Jed Dy, 
Allan Kournikova, 
Zamokuhle Nxasana",,99.0,
Al midan,,"Documentary, Drama, History",8.1,"
A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.","Director:
Jehane Noujaim
| 
    Stars:
Ahmed Hassan, 
Khalid Abdalla, 
Magdy Ashour, 
Ramy Essam",,108.0,
Supermensch: The Legend of Shep Gordon,,"Documentary, Biography, Music",7.4,"
The life and career of the legendary Hollywood insider, Shep Gordon.","Directors:
Beth Aala, 
Mike Myers
| 
    Stars:
Shep Gordon, 
Sylvester Stallone, 
Michael Douglas, 
Alice Cooper",,85.0,
Nanking,,"Biography, History, War",7.6,"
Through readings of historical account by actors and the testimony of survivors, the events of the Nanjing Massacre are recounted.","Directors:
Bill Guttentag, 
Dan Sturman
| 
    Stars:
Hugo Armstrong, 
Rosalind Chao, 
Stephen Dorff, 
John Getz",,90.0,
Praia do Futuro,,"Drama, Romance",6.4,"
Shortly after failing to rescue a drowning man, Donato meets Konrad, a friend of the victim. They soon begin a relationship which seems doomed from the start, while Donato's past catches up with him.","Director:
Karim Aïnouz
| 
    Stars:
Wagner Moura, 
Clemens Schick, 
Jesuíta Barbosa, 
Fred Lima",,106.0,
Morris from America,,"Comedy, Drama, Romance",6.2,"
The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.","Director:
Chad Hartigan
| 
    Stars:
Markees Christmas, 
Craig Robinson, 
Carla Juri, 
Patrick Güldenberg",,91.0,
Orgasm Inc.,,Documentary,5.9,"
Extraordinary behind-the-scenes access reveals a drug company's fevered race to develop the first FDA-approved Viagra for women - and offers a humorous but sobering look inside the cash-fueled pharmaceutical industry.","Director:
Elizabeth Canner
| 
    Stars:
Elizabeth Canner, 
Darby Stephens, 
Virgil Place, 
Leland Wilson",535.0,73.0,
Peter and the Farm,,Documentary,7.1,"
A documentary on Peter Dunning, the proprietor of Mile Hill Farm in Vermont who has isolated himself away from his family and often suggests to the filmmakers to make his own suicide a narrative device.","Director:
Tony Stone
| 
    Star:
Peter Dunning",713.0,91.0,
Yosemite,,Drama,4.8,"
It's the fall of 1985. The intertwining tales of three 5th grade friends, Chris, Joe and Ted, unfold in the suburban paradise of Palo Alto, as the threat of a mountain lion looms over the community.","Director:
Gabrielle Demeestere
| 
    Stars:
James Franco, 
Everett Meckler, 
Alec Mansky, 
Calum John",830.0,80.0,
I Called Him Morgan,,"Documentary, Drama, History",7.3,"
An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.","Director:
Kasper Collin
| 
    Stars:
Lee Morgan, 
Helen Morgan, 
Wayne Shorter, 
Larry Reni Thomas",,92.0,
The Fluffy Movie: Unity Through Laughter,,"Documentary, Comedy",7.3,"
A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.","Directors:
Manny Rodriguez, 
Jay Lavender
| 
    Stars:
Gabriel Iglesias, 
Jacqueline Obradors, 
Gina Brillon, 
Alfred Robles",,101.0,
King's Faith,,Drama,6.4,"
When eighteen-year-old Brendan King attempts to leave his turbulent gang life behind him, his past continues to threaten his new-found faith, family, and future.","Director:
Nicholas DiBella
| 
    Stars:
Crawford Wilson, 
Lynn Whitfield, 
James McDaniel, 
Kayla Compton",744.0,108.0,
The Sunshine Makers,,"Documentary, History",7.0,"
The story of Nicholas Sand and Tim Scully, the unlikely duo at the heart of 1960s American drug counter-culture.","Director:
Cosmo Feilding-Mellen
| 
    Stars:
Tim Scully, 
Nick Sand, 
Alice Einhorn, 
Billy Hitchcock",,101.0,
Alive Inside,,"Documentary, News",8.2,"
Dan Cohen, founder of the nonprofit organization Music & Memory, fights against a broken healthcare system to demonstrate music's ability to combat memory loss and restore a deep sense of self to those suffering from it.","Director:
Michael Rossato-Bennett
| 
    Stars:
Dan Cohen, 
Louise Dueno, 
Nell Hardie, 
Norman Hardie",,78.0,
Gimme the Loot,,"Comedy, Crime, Drama",6.6,"
When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.","Director:
Adam Leon
| 
    Stars:
Ty Hickson, 
Tashiana Washington, 
Joshua Rivera, 
Zoë Lescaze",,79.0,
Kevin Hart: Let Me Explain,,"Documentary, Comedy",6.8,"
Filmed at a sold-out performance at Madison Square Garden, comedian Kevin Hart delivers material from his 2012 ""Let Me Explain"" concert tour.","Directors:
Leslie Small, 
Tim Story
| 
    Stars:
Kevin Hart, 
Harry Ratchford, 
Will 'Spank' Horton, 
Joey Wells",,75.0,
The Overnighters,,"Documentary, Drama",7.4,"
Broken, desperate men chase their dreams and run from their demons in the North Dakota oil fields. A local Pastor risks everything to help them.","Director:
Jesse Moss
| 
    Stars:
Jay Reinke, 
Andrea Reinke, 
Alan Mezo, 
Shelly Schultz",,102.0,
Video Games: The Movie,,"Documentary, Animation, History",6.1,"
Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.","Director:
Jeremy Snead
| 
    Stars:
Sean Astin, 
Al Alcorn, 
Peter Armstrong, 
Cliff Bleszinski",,101.0,
War of the Worlds: Goliath,,"Animation, Action, Adventure",5.4,"
A retro-futuristic epic of steampunk battle set in 1914. It has been 15 years since the original H.G. Wells Martian invasion. Fearing another attack, the human race has prepared itself. ...                See full summary »
","Director:
Joe Pearson
| 
    Stars:
Adam Baldwin, 
Beau Billingslea, 
Kim Buckingham, 
Jim Byrnes",,85.0,
The Bad Kids,,Documentary,7.0,"
A group of teachers at a Mojave Desert high school take an unconventional approach to improve the lives of their struggling students.","Directors:
Keith Fulton, 
Louis Pepe
| 
    Stars:
Vonda Viland, 
Julia Alexander, 
Laura Ambrosius, 
Robert Bartz",612.0,101.0,
Good Ol' Freda,,"Documentary, Biography, History",7.3,"
A documentary in which Freda Kelly looks back at her career as lifelong secretary for The Beatles.","Director:
Ryan White
| 
    Stars:
Freda Kelly, 
Paul McCartney, 
John Lennon, 
George Harrison",,86.0,
The Music of Strangers,,"Documentary, Music",7.7,"
Cellist Yo-Yo Ma and other international artists of The Silk Road Project discuss their philosophies on music and culture.","Director:
Morgan Neville
| 
    Stars:
Yo-Yo Ma, 
Kinan Azmeh, 
Kayhan Kalhor, 
Cristina Pato",696.0,96.0,
Life's a Breeze,,"Comedy, Drama",6.3,"
Tells the story of a family as they search for a lost fortune around the streets of Dublin.","Director:
Lance Daly
| 
    Stars:
Kelly Thornton, 
Fionnula Flanagan, 
Pat Shortt, 
Eva Birthistle",,83.0,
The Reconstruction of William Zero,,"Drama, Mystery, Sci-Fi",5.4,"
A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.","Director:
Dan Bush
| 
    Stars:
Conal Byrne, 
Amy Seimetz, 
Scott Poythress, 
Lake Roberts",,98.0,
Dayveon,,Drama,6.3,"
In the wake of his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming his rural Arkansas town. When he falls in with a local gang, he becomes drawn to the camaraderie and violence of their world.","Director:
Amman Abbasi
| 
    Stars:
Devin Blackmon, 
Dontrell Bright, 
Lachion Buckingham, 
Kordell Johnson",501.0,75.0,
Green is Gold,,"Crime, Drama",6.0,"
After a teenage boy's father goes to prison, he is forced to live with his older brother who has a compromising trade.","Director:
Ryon Baxter
| 
    Stars:
Derek W. Adam, 
Jimmy Baxter, 
Ryon Baxter, 
Billy Bodie",945.0,81.0,
The Final Year,,Documentary,6.4,"
A chronicle of the Barack Obama administration's foreign policy team and the events of Obama's final year in office.","Director:
Greg Barker
| 
    Stars:
Ben Rhodes, 
Samantha Power, 
John Kerry, 
Susan Rice",,89.0,
Pandora's Promise,,Documentary,7.4,"
The atomic bomb and meltdowns like Fukushima have made nuclear power synonymous with global disaster. But what if we've got nuclear power wrong?","Director:
Robert Stone
| 
    Stars:
Stewart Brand, 
Richard Rhodes, 
Gwyneth Cravens, 
Mark Lynas",,87.0,
Revenge of the Electric Car,,Documentary,7.2,"
Director Chris Paine takes his film crew behind the closed doors of Nissan, GM, and the Silicon Valley start-up Tesla Motors to chronicle the story of the global resurgence of electric cars.","Director:
Chris Paine
| 
    Stars:
Tim Robbins, 
Dan Neil, 
Danny DeVito, 
Ray Wert",,90.0,
Being Elmo: A Puppeteer's Journey,,Documentary,7.6,"
The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.","Directors:
Constance Marks, 
Philip Shane
| 
    Stars:
Kevin Clash, 
Whoopi Goldberg, 
Frank Oz, 
Bill Barretta",,80.0,
Meet the Mormons,,Documentary,6.8,"
Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes ...                See full summary »
","Director:
Blair Treu
| 
    Stars:
Jermaine Sullivan, 
Ken Niumatalolo, 
Carolina Muñoz Marin, 
Bishnu Adhikari",,78.0,
Dear Mr. Watterson,,Documentary,6.4,"
A documentary about the impact of the newspaper comic strip ""Calvin and Hobbes"", created by Bill Watterson.","Director:
Joel Allen Schroeder
| 
    Stars:
Berkeley Breathed, 
Jef Mallett, 
Stephan Pastis, 
Seth Green",,89.0,
An Act of War,,"Crime, Drama, Thriller",5.2,"
A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.","Director:
Ryan M. Kennedy
| 
    Stars:
Russ Russo, 
Natasha Alam, 
Doug E. Doug, 
Joseph R. Gannascoli",,99.0,
Hell and Back Again,,"Documentary, Action, History",6.5,"
What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...                See full summary »
","Director:
Danfung Dennis
| 
    Stars:
Nathan Harris, 
Ashley Harris, 
The Marines of Echo Company, 
Christian Cabaniss",,88.0,
The Waiting Room,,Documentary,7.1,"
Go behind the doors of an American public hospital struggling to care for a community of largely uninsured patients.","Director:
Peter Nicks
| 
    Star:
Sean Bennett",785.0,81.0,
Blood Brother,,Documentary,8.3,"
Documentarian visits best friend in India to see the mutual unconditional love that keeps his buddy bonded to a village hostel housing AIDS-afflicted children.","Director:
Steve Hoover
| 
    Stars:
Rocky Braat, 
Steve Hoover, 
Anitha, 
Devi",,92.0,
GMO OMG,,Documentary,6.4,"
Filmmaker Jeremy Seifert journeys to Haiti, Paris, Norway, and even agri-giant Monsanto in search of answers about genetically modified organisms (GMOs) and how they affect our children, the health of our planet, and our freedom of choice.","Director:
Jeremy Seifert
| 
    Stars:
Jeremy Seifert, 
Vandana Shiva, 
Cary Fowler, 
Dennis Kucinich",,90.0,
Spark: A Burning Man Story,,"Documentary, Action, Biography",6.2,"
Each year, 60,000 people from around the globe gather in a dusty windswept Nevada desert to build a temporary city, collaborating on large-scale art and partying for a week before burning a...                See full summary »
","Directors:
Steve Brown, 
Jessie Deeter
| 
    Stars:
Harley K. Dubois, 
Marian Goodell, 
Larry Harvey, 
John Law",562.0,90.0,
The Comedians of Comedy,,"Comedy, Documentary",7.3,"
Follow four comedians as they tour the States.","Director:
Michael Blieden
| 
    Stars:
Patton Oswalt, 
Brian Posehn, 
Maria Bamford, 
Zach Galifianakis",,103.0,
Sunrise,,"Crime, Drama, Mystery",6.3,"
Before sunrise, Joshi must catch the elusive figure that destroys the lives of children.","Director:
Partho Sen-Gupta
| 
    Stars:
Adil Hussain, 
Tannishtha Chatterjee, 
Gulnaaz Ansari, 
Komal Gupta",279.0,85.0,
The Search for General Tso,,"Documentary, Comedy, History",6.9,"
Who was General Tso, and why are we eating his chicken? This feature documentary explores the origins and ubiquity of Chinese-American food through the story of an iconic sweet and spicy chicken dish.","Director:
Ian Cheney
| 
    Stars:
Susan Carter, 
Ian Cheney, 
Philip Chiang, 
Andrew Coe",,71.0,
The Garden,,Documentary,7.3,"
From the ashes of the L.A. riots arose a lush, 14-acre community garden, the largest of its kind in the United States. Now bulldozers threaten its future.","Director:
Scott Hamilton Kennedy
| 
    Stars:
Danny Glover, 
Daryl Hannah, 
Antonio Villaraigosa",716.0,80.0,
Gore Vidal: The United States of Amnesia,,"Documentary, Biography, History",7.7,"
This is an unashamedly opinionated film. In Gore Vidal's America, the political coup has already happened. The right have triumphed and the human values of the liberals have been consigned ...                See full summary »
","Director:
Nicholas D. Wrathall
| 
    Stars:
Gore Vidal, 
Howard Auster, 
James Best, 
Karen Black",,83.0,
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",,Documentary,7.2,"
When Hurricane Katrina ravaged America's Gulf Coast, it laid bare an uncomfortable reality-America is not only far from the world's wealthiest nation; it is crumbling beneath a staggering ...                See full summary »
","Director:
James D. Scurlock
| 
    Stars:
Beth Naef, 
Mike Hudson, 
Louis C.K., 
Catherine Brown",,90.0,
After Tiller,,"Documentary, Biography, Drama",7.4,"
This thought provoking, sometimes troubling documentary examines the personal and ethical imperatives that drive abortion providers to continue in the face of often dangerous legal and personal harassment.","Directors:
Martha Shane, 
Lana Wilson
| 
    Stars:
George Tiller, 
Warren Hern, 
Leroy Carhart, 
Susan Robinson",,85.0,
Red Trees,,Documentary,6.4,"
Traces a family's journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.","Director:
Marina Willer
| 
    Stars:
Alfred Willer, 
Tim Pigott-Smith, 
Flora Fanelli, 
Alfie Watson",136.0,87.0,
Big Words,,"Comedy, Drama",5.9,"
Members of a once-promising hip-hop group, now in their late 30's, struggle with regret, disappointment, and change on Election Night 2008.","Director:
Neil Drumming
| 
    Stars:
Dorian Missick, 
Suzy Jane Hunt, 
Gbenga Akinnagbe, 
Darien Sills-Evans",277.0,93.0,
Roving Mars,,"Documentary, Short",7.3,"
Through the eyes of two state-of-the-art rovers, and with NASA scientists at your side, you'll see Mars in a way no one ever has before-direct from the surface of the amazing red planet.","Director:
George Butler
| 
    Stars:
Paul Newman, 
Steve Squyres, 
Rob Manning, 
Charles Elachi",,40.0,
Making the Boys,,"Documentary, Biography, Romance",7.3,"
On the eve of the 40th anniversary of the Gay Rights Movement, the film explores the drama, struggle and enduring legacy of the first-ever gay play and subsequent Hollywood movie to ...                See full summary »
","Director:
Crayton Robey
| 
    Stars:
Edward Albee, 
Joe Allen, 
Matt Baney, 
David Carter",579.0,90.0,
God Loves Uganda,,Documentary,7.4,"
An account of the American Evangelicals' attempts to indoctrinate their Christian Right beliefs in Uganda.","Director:
Roger Ross Williams",,83.0,
Restless Creature: Wendy Whelan,,Documentary,7.1,"
Documentary on the great American Ballerina Wendy Whelan","Directors:
Linda Saffire, 
Adam Schlesinger
| 
    Stars:
Peter Martins, 
David Prottas, 
Wendy Whelan",361.0,90.0,
Danny Says,,"Documentary, Biography, History",6.7,"
Danny Says is a documentary on the life and times of Danny Fields. Since 1966, Danny Fields has played a pivotal role in music and ""culture"" of the late 20th century: working for the Doors,...                See full summary »
","Director:
Brendan Toller
| 
    Stars:
Mx Justin Vivian Bond, 
John Cale, 
Judy Collins, 
Alice Cooper",779.0,105.0,
Facing Darkness,,"Documentary, Drama",7.3,"
A Christian relief organization is met with the challenge of fighting the Ebola epidemic in west Africa, through this enormous challenge their faith grew.","Director:
Arthur Rasco
| 
    Stars:
Franklin Graham, 
Kent Brantly, 
Amber Brantly, 
Writebol Nancy",88.0,93.0,
Louder Than a Bomb,,Documentary,7.5,"
By turns hopeful and heartbreaking, Louder Than a Bomb follows the fortunes of four Chicago-area high school poetry teams as they prepare for and compete in the world's largest youth slam.","Directors:
Greg Jacobs, 
Jon Siskel
| 
    Stars:
Kevin Coval, 
Adam Gottlieb, 
Elizabeth Graf, 
Kevin Harris",373.0,99.0,
Vidal Sassoon: The Movie,,Documentary,6.5,"
Vidal Sassoon is more than just a hairdresser-he's a rock star, an artist, a craftsman who ""changed the world with a pair of scissors."" With the geometric, Bauhaus-inspired hairdos he ...                See full summary »
","Director:
Craig Teper
| 
    Stars:
Beverly Adams, 
Elgin Charles, 
Grace Coddington, 
Michael Gordon",245.0,90.0,
Men at Lunch,,"Documentary, Mystery",6.3,"
The story of ""Lunch atop a Skyscraper,"" the iconic photograph taken during the construction of 30 Rockefeller Plaza.","Director:
Seán Ó Cualáin
| 
    Stars:
Fionnula Flanagan, 
Peter Quinn, 
Ric Burns, 
Christine Roussel",331.0,75.0,
Decoding Deepak,,Documentary,5.5,"
Deepak Chopra's son, Gotham, spends a year traveling with this father in an attempt to resolve the spiritual icon he is to the world with the man known to his family.","Director:
Gotham Chopra
| 
    Stars:
Deepak Chopra, 
Gotham Chopra",124.0,83.0,
Theo Who Lived,,Documentary,6.8,"
A documentary on American journalist Theo Padnos who was Kidnapped by Al-Qaeda in Syria.","Director:
David Schisgall
| 
    Star:
Theo Padnos",111.0,86.0,
Southern Justice,,"Action, Adventure, Thriller",3.1,"
M.D. Selig's feature thriller, SOUTHERN JUSTICE throws ex-military sniper Slim Manning into the gritty underworld of a small southern town where fundamentalist religion moves into the ...                See full summary »
","Director:
M.D. Selig
| 
    Stars:
M.D. Selig, 
Michael Childers, 
Lisa Robert, 
Rico Cymone",126.0,96.0,
